group-id	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC
subject_id	S210421121682	S210421121683	S210421121684	S210421121688	S210421121689	S210421121690	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium_sensu_stricto_1	3.563791874554526e-05	0.007437374464698525	0.001491626550952607	0.06051967761120568	0.4329070823244552	0.23522027175289054	0.011845653653249993	0.000111481339262489	0.00010076328186009018	0.0	0.4022845275181724	0.018842530282637954	0.016982047549733138	0.659390074401112	0.012651691195455719
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotellaceae_NK3B31_group|uncultured_bacterium	0.06825552387740556	0.026101868344260433	0.21772238795850565	0.006921515145300547	0.0010820217917675546	0.0002637353363153009	0.004057766464198402	0.086429004967113	0.11786784895584049	0.020207283886283366	0.0	0.001420666965754449	0.002506873685912987	0.00030659798871719403	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculaceae|uncultured_bacterium	0.3263007840342124	0.2785936256489938	0.3274501661129568	0.36450236869629415	0.030894370460048427	0.0453202801924213	0.04498828036393881	0.3389590120275978	0.4163160944151951	0.2837994325748364	0.001973001038421599	0.13810378346044563	0.030405951803331718	0.015411658899517618	0.5277562612961528
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae|Romboutsia	0.0002851033499643621	0.02042672528138856	0.0013433114109431149	0.01492996452082607	0.15067342615012105	0.21174782682082877	0.009829372180356379	0.0018332486900942636	0.0008564878958107666	0.022320653117943373	0.16812045690550365	0.01704800358905339	0.01787158337376678	0.05616875153298995	0.008262328943971081
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia	0.0005880256593014968	0.01176715807026187	0.03759576920469184	0.09151781136564058	0.0034881961259079905	0.010992488817621741	0.0	0.00670126717122295	0.08260070030480893	0.024607723930287765	0.0	0.0008972633467922835	0.021187125990619442	0.024425639767803122	0.010069713400464756
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Turicibacter|uncultured_bacterium	0.0	0.009597529086292493	0.0016060410875313581	0.016693669120813766	0.08187802663438257	0.06502658452190058	0.007082188673538826	0.0011272002080984999	0.005617552963700027	0.10054426495281107	0.10976116303219106	0.02086137281292059	0.005337214944201844	0.08382389011528084	0.005422153369481022
Bacteria|Firmicutes|Clostridia|Oscillospirales|[Eubacterium]_coprostanoligenes_group|[Eubacterium]_coprostanoligenes_group|Clostridiales_bacterium	0.0002583749109052031	0.0	0.0	0.0	0.10903450363196127	0.1307072326778631	0.0012097688837361695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus	0.004267640769779045	0.05002463334217607	0.07327615431554682	0.0006665162732511638	0.018265738498789347	0.04880158663178327	0.06419336139325049	0.04577547658272535	0.0038541955311484494	0.029587169243240112	0.027414330218068536	0.011365335726035592	0.0017790716480672812	0.002616302837053389	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae|[Eubacterium]_siraeum_group|uncultured_bacterium	0.046641126158232356	0.0006158335544017888	0.0005169842023188013	0.015288857898730543	3.7832929782082326e-05	0.0	0.0	0.06642429797723304	0.0032999974809179533	0.004921544786057553	0.0	0.0	0.0	0.0015534298095004496	0.01471727343144849
